	CD8 T	B	CD4 T	FCGR3A Monocytes	NK	CD14 Monocytes
0	0.48995512221640364	0.028184722433100728	0.0006708909299178336	0.15501929445796173	0.019910087444437105	0.30625988251817887
0	0.18827077327392647	0.07027065112653874	0.028792042078089664	0.20790882346607	0.4214818837541786	0.08327582630119656
0	0.1746290453835289	0.0	0.13904510116233795	0.192317707385091	0.10979718684864623	0.3842109592203959
0	0.16154235305949893	0.0	0.0	0.18007973775735678	0.1985079923906192	0.4598699167925251
0	0.0494019378851712	0.09560354051149748	0.04703604638364846	0.024944140114966366	0.5099698561709755	0.27304447893374106
0	1.0	0.0	0.0	0.0	0.0	0.0
0	0.0	0.10055027413722985	0.0	0.624297953412589	0.0	0.27515177245018113
0	0.18274072458435614	0.030870257837040695	0.347005625808865	0.0	0.3976788525087081	0.04170453926103005
0	0.2286998013756827	0.04714302420175765	0.3346627035180426	0.2092909153232609	0.0	0.18020355558125611
0	0.25675093775885294	0.06634985121537837	0.06939125709181644	0.39392084733985605	0.022167302196812448	0.19141980439728382
0	0.05973769386257735	0.0	0.0	0.0	0.18686448457213053	0.7533978215652921
0	0.16681349173964102	0.03375790161733309	0.0	0.06578527112003558	0.0	0.7336433355229904
0	0.0	0.36794116110886366	0.0	0.41942172064746736	0.11541162086323346	0.0972254973804356
0	0.0	0.5829597660819988	0.0	0.0	0.0	0.4170402339180011
0	0.30651614719784814	0.3387753401854109	0.0	0.020705906199451285	0.21958715559797054	0.11441545081931914
0	0.028087728342520858	0.0	0.0	0.8324848516273884	0.13942742003009068	0.0
0	0.36249645621058224	0.0	0.0	0.20214771092328718	0.24312785998236475	0.19222797288376586
0	0.08428206746979064	0.0	0.0	0.5525567178032463	0.28598335053892643	0.07717786418803657
0	0.4538107518503921	0.15263697827570616	0.09947661604520969	0.18263316791378856	0.008669357258803176	0.10277312865610035
0	0.5993030271892521	0.033589347775774284	0.10477998519481754	0.14063656374354197	0.0	0.1216910760966141
0	0.23803546288291244	0.05491423937961242	0.27736760598230376	0.23843552685531724	0.0	0.19124716489985416
0	0.16156048917524102	0.0	0.16010572843987964	0.6099560586138486	0.06837772377103084	0.0
0	0.7088226367337152	0.12958076375216168	0.0	0.0	0.11432208162336951	0.047274517890753605
0	0.28234817692682895	0.06250746045859172	0.0	0.3568455936851573	0.0	0.29829876892942214
0	0.004766832497942144	0.9952331675020578	0.0	0.0	0.0	0.0
