	CD8 T	B	CD4 T	FCGR3A Monocytes	NK	CD14 Monocytes
0	0.48541927969800697	0.03055677078847686	0.0	0.1541696427571082	0.022138358978365167	0.30771594777804284
0	0.1923916257862302	0.07258597355618468	0.022903720314454458	0.20792552799114736	0.4195036153477973	0.08468953700418592
0	0.17427264648621138	0.0	0.13809529796363768	0.19500741010357703	0.10927530295473631	0.38334934249183755
0	0.15926936307887807	0.0	0.0	0.18212415696162984	0.1981135854849541	0.460492894474538
0	0.047287429105635784	0.09702181820306749	0.04557474152904247	0.022962590271804317	0.5111358776602497	0.2760175432302003
0	1.0	0.0	0.0	0.0	0.0	0.0
0	0.0	0.10015728658314274	0.0	0.626481240778125	0.0	0.2733614726387322
0	0.18517614049488376	0.032626212443899724	0.34352596097316956	0.0	0.39596416313929544	0.04270752294875145
0	0.22525804220172968	0.04833490394760071	0.33638206341357163	0.20949675974753637	0.0	0.18052823068956164
0	0.25508061554251715	0.06904275231973978	0.06617082132262582	0.39509114742220686	0.02327835097228563	0.1913363124206247
0	0.057018591625141245	0.0	0.0	0.0	0.18590489757762177	0.757076510797237
0	0.16279037029872837	0.03428438419991	0.0	0.06663167075742127	0.0	0.7362935747439404
0	0.0	0.3685904134996204	0.0	0.42208234294300245	0.11427355498911783	0.09505368856825935
0	0.0	0.5845610788169465	0.0	0.0	0.0	0.4154389211830534
0	0.3025216154963866	0.3418714161552547	0.0	0.01808904203100338	0.22180384181484417	0.11571408450251106
0	0.02366612143776475	0.001703862497199134	0.0	0.8333634802531095	0.14126653581192666	0.0
0	0.3605102709908918	0.0	0.0	0.20272568434429475	0.24376824578063752	0.1929957988841759
0	0.0801921254467767	0.0	0.0	0.5533635744613974	0.28766869601302464	0.07877560407880121
0	0.45532878734133414	0.15549012200795168	0.09484136910735637	0.18207248725408384	0.009014230006044417	0.1032530042832297
0	0.6009110402258797	0.03844147720135647	0.09787220738150465	0.13798695896683794	0.0	0.12478831622442123
0	0.23910549577224663	0.05796298629067559	0.27276691035701817	0.23886325046165097	0.0	0.1913013571184087
0	0.16279049840405393	0.0	0.15680106358283438	0.6121468565649404	0.06826158144817122	0.0
0	0.7073630514932727	0.13171399091901506	0.0	0.0	0.11439917734499874	0.046523780242713364
0	0.2787270585120382	0.06497171566326666	0.0	0.3560278728290323	0.0	0.30027335299566266
0	0.0013941248569801928	0.9986058751430198	0.0	0.0	0.0	0.0
0	0.21313873439870099	0.3004969606514936	0.11901483773125039	0.041611628589720374	0.0	0.3257378386288347
0	0.0	0.0	0.0	0.916871040582448	0.08312895941755195	0.0
0	0.24444651482006546	0.0	0.0	0.2611129214039092	0.18607999069747572	0.30836057307854964
0	0.0	0.0	0.0	0.0	0.0	1.0
0	0.1594572092087139	0.6176481249392889	0.12595051753371914	0.0	0.0	0.09694414831827818
0	0.2387102455826509	0.0	0.011268786093999698	0.5216883234089935	0.06220757944589329	0.1661250654684625
0	0.0	0.0	0.0	0.1369855675331566	0.25382540970337497	0.6091890227634684
0	0.004295037715695193	0.0	0.0	0.0	0.058901772634409315	0.9368031896498954
0	0.02132181885188341	0.12001825187973043	0.0	0.17267970084385964	0.5369978640751139	0.14898236434941256
0	0.2782729780604022	0.0230247142134571	0.0	0.6669626687990099	0.03173963892713076	0.0
0	0.0	0.0	0.0	0.2360634648116174	0.6102622068759624	0.15367432831242017
0	0.1139368599572001	0.03912852514959752	0.5629583784220841	0.0	0.28397623647111825	0.0
0	0.4232603628546987	0.09448468241037027	0.13767813496800874	0.0	0.34457681976692217	0.0
0	0.18383449518774694	0.0	0.0	0.7923895276282401	0.02377597718401297	0.0
0	0.16948247715908663	0.12717830320296108	0.0	0.0	0.12646054275542645	0.5768786768825259
0	0.0	0.028834419468577333	0.05628443407204695	0.7513971032873873	0.0	0.16348404317198856
